Experiment,Tag,Trigger,Arch_Pair,Dist_Ep,FT_Ep,Temp,V_Temp,RW,Delta,Beta,Trig_Size,T_Acc,S_Acc(FT0%),Design,FT0%_Shift,FT0%_P,FT0%_Ver,FT1%_Acc,FT1%_Shift,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Shift,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Shift,FT10%_P,FT10%_Ver
Exp6_TriggerSizeSweep,trig_sweep,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4979,92.6%,83.4%,mean_rest,0.0128,1.2e-219,True,83.0%,0.0119,1.9e-172,True,83.2%,0.0120,4.2e-186,True,83.2%,0.0114,1.1e-175,True
Exp6_TriggerSizeSweep,trig_sweep,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,1000,92.6%,84.5%,mean_rest,0.0136,2.5e-47,True,84.3%,0.0132,1.9e-43,True,84.2%,0.0129,1.8e-42,True,83.9%,0.0115,4.9e-35,True
Exp7_MultiSeed,seed_2024,OWN,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.6%,84.0%,mean_rest,0.0043,1.1e-146,True,84.0%,0.0049,5.4e-210,True,83.9%,0.0045,4.5e-188,True,84.3%,0.0052,5.9e-298,True
Exp7_MultiSeed,seed_42,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,84.2%,mean_rest,0.0058,2.7e-134,True,83.9%,0.0060,8.7e-141,True,83.8%,0.0051,1.8e-85,True,83.7%,0.0049,9.3e-99,True
Exp7_MultiSeed,seed_123,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,83.8%,mean_rest,0.0093,0.0e+00,True,83.7%,0.0085,0.0e+00,True,84.0%,0.0089,0.0e+00,True,83.9%,0.0080,0.0e+00,True
Exp7_MultiSeed,seed_777,OWN,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.6%,84.8%,mean_rest,0.0034,1.2e-111,True,84.7%,0.0038,9.3e-181,True,84.4%,0.0033,4.1e-106,True,84.4%,0.0029,1.3e-82,True
Exp7_MultiSeed,seed_42,OWN,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.6%,84.5%,mean_rest,0.0068,0.0e+00,True,84.1%,0.0065,0.0e+00,True,84.5%,0.0063,0.0e+00,True,84.4%,0.0064,0.0e+00,True
Exp7_MultiSeed,seed_2024,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,84.7%,mean_rest,0.0037,2.2e-42,True,84.6%,0.0041,9.2e-79,True,84.5%,0.0035,3.4e-59,True,84.5%,0.0036,1.8e-104,True
Exp7_MultiSeed,seed_256,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,84.4%,mean_rest,0.0030,1.6e-03,False,83.9%,0.0028,2.7e-01,False,84.2%,0.0026,3.9e-01,False,84.0%,0.0028,4.8e-10,False
Exp7_MultiSeed,seed_123,OWN,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.6%,84.2%,mean_rest,0.0097,0.0e+00,True,83.9%,0.0094,0.0e+00,True,84.0%,0.0102,0.0e+00,True,83.8%,0.0109,0.0e+00,True
